nw,birds,PDsum,PD,pdint,pdint.b,ctrb.pdint,ctrbpdint.b,compl,netcode,database,human_impact,Realm,birds.1,NicheBreadth,NichePosition,ED,DR,birds1,family,Beak.Length_Culmen,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,hwi,Tail.Length,Beak.Width,Mass,Range.Size,Mass_log,Range.Size_log,pdint.b_log,Beak.Width_log
1,Passer montanus,19852.2,2231.86,448.79,20.76,0.0226,0.0093,0.0463,1,00InteractionData_DE,0.144,Palearctic,Passer montanus,6.390749846,0.495650301,6.40562869726148,0.184590368299431,Passer montanus,Passeridae,13.2,6.5,16.4,67.9,16.7,24.6,51,5.5,21.4,39069801.39,1.3304137733491908,7.591841203509241,1.3172273491764204,0.7403626894942439
1,Phoenicurus ochruros,19852.2,2231.86,563.35,31.77,0.0284,0.0142,0.0564,1,00InteractionData_DE,0.144,Palearctic,Phoenicurus ochruros,2.516464978,0.149579604,5.65641760960671,0.183092852042381,Phoenicurus ochruros,Muscicapidae,15.4,2.9,22.4,83.1,19.2,23.1,60.4,2.8,16.5,13764225.49,1.2174839442139063,7.138751778760035,1.5020172148271473,0.4471580313422192
1,Phoenicurus phoenicurus,19852.2,2231.86,325.05,14.65,0.0164,0.0066,0.0451,1,00InteractionData_DE,0.144,Palearctic,Phoenicurus phoenicurus,3.332841969,0.376560175,6.97603884979277,0.148899180476742,Phoenicurus phoenicurus,Muscicapidae,13.9,3.4,21.6,77.9,20.2,25.8,58,3.3,14.6,14485113.51,1.1643528557844371,7.160921902824108,1.1658376246901283,0.5185139398778874
1,Phylloscopus collybita,19852.2,2231.86,325.05,14.79,0.0164,0.0066,0.0455,1,00InteractionData_DE,0.144,Palearctic,Phylloscopus collybita,2.215339245,0.471697045,4.97885600002686,0.205865854735984,Phylloscopus collybita,Phylloscopidae,11.6,2.2,19.7,58.8,10.8,18.4,48.5,2.3,8.3,7564956.38,0.919078092376074,6.878806428197947,1.1699681739968923,0.36172783601759284
1,Pica pica,19852.2,2231.86,474.75,30.02,0.0239,0.0135,0.0632,1,00InteractionData_DE,0.144,Palearctic,Pica pica,2.606777428,0.675783251,8.87559955849384,0.116383095445803,Pica pica,Corvidae,40.8,13.7,49.1,194.5,44.6,22.9,237.4,12.4,217.5,31831405.08,2.337459261290656,7.502855809372575,1.4774106879072515,1.0934216851622351
1,Sitta europaea,19852.2,2231.86,325.05,14.79,0.0164,0.0066,0.0455,1,00InteractionData_DE,0.144,Palearctic,Sitta europaea,3.533000603,0.927228328,10.2196669834724,0.11585614458365,Sitta europaea,Sittidae,20.9,4.6,20.2,85.4,20.3,23.8,46.8,4.8,20.4,21575986.15,1.3096301674258988,7.333970654663759,1.1699681739968923,0.6812412373755872
1,Sturnus vulgaris,19852.2,2231.86,499.52,23.74,0.0252,0.0106,0.0475,1,00InteractionData_DE,0.144,Palearctic,Sturnus vulgaris,1.9451504,0.468603155,5.63303742545295,0.181427602613337,Sturnus vulgaris,Sturnidae,30.2,6.5,29,128.3,49.2,38.4,65.8,6.6,77.1,17082191.68,1.887054378050957,7.232543590794809,1.3754807146185724,0.8195439355418687
1,Sylvia atricapilla,19852.2,2231.86,1778.14,269.04,0.0896,0.1205,0.1513,1,00InteractionData_DE,0.144,Palearctic,Sylvia atricapilla,2.422965045,0.060701022,13.4492787921155,0.0779122705587594,Sylvia atricapilla,Sylviidae,15.2,3.4,20.8,75.9,20.5,27,62.2,3.2,16.7,8628077.66,1.2227164711475833,6.935914045465936,2.429816854306579,0.505149978319906
1,Sylvia borin,19852.2,2231.86,1021.3,126.11,0.0514,0.0565,0.1235,1,00InteractionData_DE,0.144,Palearctic,Sylvia borin,3.611041333,-0.056587484,11.3143339474581,0.0933488597903616,Sylvia borin,Sylviidae,15.1,3.6,20.1,78.7,23.6,30,57.9,3.5,18.2,9648408.47,1.2600713879850747,6.984455681250459,2.1007495256898596,0.5440680443502757
1,Sylvia communis,19852.2,2231.86,543.35,38.35,0.0274,0.0172,0.0706,1,00InteractionData_DE,0.144,Palearctic,Sylvia communis,2.775073182,0.109119147,6.49468868661393,0.162291638043678,Sylvia communis,Sylviidae,13.6,3.3,21.3,72.6,17.6,24.2,63.3,2.8,15.1,14124012.64,1.1789769472931695,7.149958097554313,1.5837653682849997,0.4471580313422192
1,Sylvia curruca,19852.2,2231.86,571.19,51.36,0.0288,0.023,0.0899,1,00InteractionData_DE,0.144,Palearctic,Sylvia curruca,1.644196999,0.536325063,7.72861235278521,0.137510004654394,Sylvia curruca,Sylviidae,12.4,3.1,19.1,65.1,14.4,22,56.9,2.8,11.4,21087199.91,1.0569048513364727,7.32401891523638,1.710625015060797,0.4471580313422192
1,Turdus iliacus,19852.2,2231.86,994.18,111.17,0.0501,0.0498,0.1118,1,00InteractionData_DE,0.144,Palearctic,Turdus iliacus,2.698330337,0.922376862,7.86680178937819,0.133634009722883,Turdus iliacus,Turdidae,22.7,5.5,28,116.3,37.7,32.3,78.3,4.4,61.2,11966382.53,1.7867514221455612,7.077962881843215,2.0459876056609674,0.6434526764861874
1,Turdus merula,19852.2,2231.86,1994.69,388.4,0.1005,0.174,0.1947,1,00InteractionData_DE,0.144,Palearctic,Turdus merula,1.22701294,0.171107025,8.88573831743816,0.116686514966833,Turdus merula,Turdidae,28.5,7.5,33.6,128.4,29.8,23.1,106.3,5.3,102.7,10572243.36,2.0115704435972783,7.024167151497951,2.589279221235967,0.724275869600789
1,Turdus philomelos,19852.2,2231.86,1653.66,238.8,0.0833,0.107,0.1444,1,00InteractionData_DE,0.144,Palearctic,Turdus philomelos,1.531042733,0.57972099,13.832003639021,0.0754043853900274,Turdus philomelos,Turdidae,23.1,5.7,31.8,116,35.7,30.7,81.7,5,67.7,13727296.63,1.8305886686851442,7.137585018353148,2.3780343224573315,0.6989700043360189
1,Turdus pilaris,19852.2,2231.86,846.77,91.81,0.0427,0.0411,0.1084,1,00InteractionData_DE,0.144,Palearctic,Turdus pilaris,2.541947755,0.898408593,6.46368761191372,0.160666847247271,Turdus pilaris,Turdidae,25.4,6.5,33.4,144.4,48,33.3,105.9,5.8,106,15234795.02,2.0253058652647704,7.182836615284535,1.962889987391791,0.7634279935629372
1,Turdus torquatus,19852.2,2231.86,325.05,46.44,0.0164,0.0208,0.1429,1,00InteractionData_DE,0.144,Palearctic,Turdus torquatus,0.207860135,0.240772722,5.02091335048027,0.207355494927203,Turdus torquatus,Turdidae,26.1,6.6,32.8,141.6,44.7,31.6,109.6,5,109,1567292.49,2.037426497940624,6.1951500525881364,1.6668922110665363,0.6989700043360189
1,Turdus viscivorus,19852.2,2231.86,824.57,93.73,0.0415,0.042,0.1137,1,00InteractionData_DE,0.144,Palearctic,Turdus viscivorus,0.983279889,0.606097949,14.0962170710357,0.0751007253575309,Turdus viscivorus,Turdidae,26.4,6.9,32.7,153.7,53.9,35.1,111.8,5.7,117.4,13574080.75,2.0696680969115957,7.132710428410413,1.9718786170262659,0.7558748556724915
1,Aegithalos caudatus,27184.73,2835.05,325.05,24.97,0.012,0.0088,0.0768,2,00InteractionData_GB,0.38,Palearctic,Aegithalos caudatus,2.082645599,0.737750423,9.67009434866877,0.105482787282208,Aegithalos caudatus,Aegithalidae,7.6,3.3,15.9,63.1,14,22,87.8,2.5,8.6,18247301.19,0.9344984512435677,7.261198640575358,1.3974185423513477,0.3979400086720376
1,Columba palumbus,27184.73,2835.05,989.65,78.66,0.0364,0.0277,0.0795,2,00InteractionData_GB,0.38,Palearctic,Columba palumbus,0.824785438,0.424296365,6.02369153738138,0.189466137128079,Columba palumbus,Columbidae,27.8,7.8,31.5,246.4,101.4,41.2,153.2,8,490,11947217.36,2.690196080028514,7.0772667650397185,1.895753942073728,0.9030899869919435
1,Corvus corone,27184.73,2835.05,642.91,39.85,0.0236,0.0141,0.062,2,00InteractionData_GB,0.38,Palearctic,Corvus corone,3.190597602,0.917360854,3.26724210701544,0.337695941696796,Corvus corone,Corvidae,55,18.5,59.4,323.9,119.6,36.9,179.6,15.1,570,33343165.09,2.7558748556724915,7.5230068227229046,1.6004283257321312,1.1789769472931695
1,Erithacus rubecula,27184.73,2835.05,2816.97,501.72,0.1036,0.177,0.1781,2,00InteractionData_GB,0.38,Palearctic,Erithacus rubecula,0.549256073,0.444044802,15.1153530623078,0.0716395518286283,Erithacus rubecula,Muscicapidae,14,3.3,24.5,71.6,14.2,19.9,56.9,2.9,17.7,10001378.73,1.2479732663618066,7.000059873355739,2.7004614135980396,0.4623979978989561
1,Gallinula chloropus,27184.73,2835.05,448.79,24.46,0.0165,0.0086,0.0545,2,00InteractionData_GB,0.38,Palearctic,Gallinula chloropus,4.298462751,-0.343441358,9.32840940032127,0.119406460703234,Gallinula chloropus,Rallidae,33.9,8.1,45.9,165.5,53,32.2,69,4.3,339.6,38515141.7,2.530967681571915,7.585631500001061,1.3884564527002667,0.6334684555795865
1,Garrulus glandarius,27184.73,2835.05,508.12,26.11,0.0187,0.0092,0.0514,2,00InteractionData_GB,0.38,Palearctic,Garrulus glandarius,2.285682374,0.524990394,10.2943535687046,0.105059545221485,Garrulus glandarius,Corvidae,33,11.6,39.1,181.1,35.4,19.4,150.2,9,159.5,19458203.9,2.2027606873931997,7.289102749996122,1.4168068718229445,0.9542425094393249
1,Muscicapa striata,27184.73,2835.05,431.79,26.37,0.0159,0.0093,0.0611,2,00InteractionData_GB,0.38,Palearctic,Muscicapa striata,1.793659145,0.073840253,5.5995337341794,0.197703948666524,Muscicapa striata,Muscicapidae,16.2,3.6,14.4,86.3,26.1,30.2,61.2,4.3,15.9,16752202.89,1.2013971243204515,7.224071924212623,1.4211101297934343,0.6334684555795865
1,Parus caeruleus,27184.73,2835.05,921.01,72.17,0.0339,0.0255,0.0784,2,00InteractionData_GB,0.38,Palearctic,Parus caeruleus,0.38384526,0.373650862,9.08672047370442,0.142632470223198,Cyanistes caeruleus,Paridae,9.7,4.2,15.2,65.6,13.8,21,51.4,3.2,11.1,8753389.8,1.0453229787866574,6.94217626860455,1.8583567052977734,0.505149978319906
1,Parus major,27184.73,2835.05,900.37,74.72,0.0331,0.0264,0.083,2,00InteractionData_GB,0.38,Palearctic,Parus major,4.519000871,0.428053848,9.34192070889985,0.114665511194402,Parus major,Paridae,11.3,4.3,17.4,70.9,13.3,18.7,61.2,4,16.3,32577984.28,1.212187604403958,7.512924209402966,1.8734368632220368,0.6020599913279624
1,Parus montanus,27184.73,2835.05,325.05,21.01,0.012,0.0074,0.0646,2,00InteractionData_GB,0.38,Palearctic,Parus montanus,2.15607501,1.013277192,9.49801376031019,0.108964084108745,Poecile montanus,Paridae,11,4,16.2,65.5,11.6,17.7,59.3,3.4,11.1,21263364.59,1.0453229787866574,7.327631985834366,1.3224260524059526,0.5314789170422551
1,Parus palustris,27184.73,2835.05,853.4,68.78,0.0314,0.0243,0.0806,2,00InteractionData_GB,0.38,Palearctic,Parus palustris,1.329096394,0.607551834,9.4995581943698,0.111862845765337,Poecile palustris,Paridae,9.4,4.1,15.9,64,11.4,17.9,54.8,3.3,11.1,9072135.09,1.0453229787866574,6.957709508524664,1.8374621714859947,0.5185139398778874
1,Pica pica,27184.73,2835.05,869,74.66,0.032,0.0263,0.0859,2,00InteractionData_GB,0.38,Palearctic,Pica pica,2.606777428,0.675783251,8.87559955849384,0.116383095445803,Pica pica,Corvidae,40.8,13.7,49.1,194.5,44.6,22.9,237.4,12.4,217.5,31831405.08,2.337459261290656,7.502855809372575,1.8730879855902858,1.0934216851622351
1,Picus viridis,27184.73,2835.05,325.05,19.91,0.012,0.007,0.0612,2,00InteractionData_GB,0.38,Palearctic,Picus viridis,0.36235157,0.348975008,3.40764170526125,0.305515839737033,Picus viridis,Picidae,45,9.8,29,165.4,41,24.7,103,11.5,176,5981746.04,2.24551266781415,6.776827970753492,1.2990712600274095,1.0606978403536116
1,Streptopelia decaocto,27184.73,2835.05,325.05,13.84,0.012,0.0049,0.0426,2,00InteractionData_GB,0.38,Palearctic,Streptopelia decaocto,1.45512377,0.089090273,3.78335320994006,0.275564902850033,Streptopelia decaocto,Columbidae,20.9,3.9,20.8,173.7,60.9,35.4,134.2,3.9,149,19265912.02,2.173186268412274,7.284789572699043,1.141136090120739,0.5910646070264992
1,Sturnus vulgaris,27184.73,2835.05,1448.9,130.36,0.0533,0.046,0.09,2,00InteractionData_GB,0.38,Palearctic,Sturnus vulgaris,1.9451504,0.468603155,5.63303742545295,0.181427602613337,Sturnus vulgaris,Sturnidae,30.2,6.5,29,128.3,49.2,38.4,65.8,6.6,77.1,17082191.68,1.887054378050957,7.232543590794809,2.1151443517931066,0.8195439355418687
1,Sylvia atricapilla,27184.73,2835.05,2473.53,291.83,0.091,0.1029,0.118,2,00InteractionData_GB,0.38,Palearctic,Sylvia atricapilla,2.422965045,0.060701022,13.4492787921155,0.0779122705587594,Sylvia atricapilla,Sylviidae,15.2,3.4,20.8,75.9,20.5,27,62.2,3.2,16.7,8628077.66,1.2227164711475833,6.935914045465936,2.465129935140554,0.505149978319906
1,Sylvia borin,27184.73,2835.05,913.42,83.28,0.0336,0.0294,0.0912,2,00InteractionData_GB,0.38,Palearctic,Sylvia borin,3.611041333,-0.056587484,11.3143339474581,0.0933488597903616,Sylvia borin,Sylviidae,15.1,3.6,20.1,78.7,23.6,30,57.9,3.5,18.2,9648408.47,1.2600713879850747,6.984455681250459,1.9205407165024797,0.5440680443502757
1,Sylvia communis,27184.73,2835.05,559.93,36.81,0.0206,0.013,0.0657,2,00InteractionData_GB,0.38,Palearctic,Sylvia communis,2.775073182,0.109119147,6.49468868661393,0.162291638043678,Sylvia communis,Sylviidae,13.6,3.3,21.3,72.6,17.6,24.2,63.3,2.8,15.1,14124012.64,1.1789769472931695,7.149958097554313,1.5659658174466666,0.4471580313422192
1,Sylvia curruca,27184.73,2835.05,784.29,59.61,0.0289,0.021,0.076,2,00InteractionData_GB,0.38,Palearctic,Sylvia curruca,1.644196999,0.536325063,7.72861235278521,0.137510004654394,Sylvia curruca,Sylviidae,12.4,3.1,19.1,65.1,14.4,22,56.9,2.8,11.4,21087199.91,1.0569048513364727,7.32401891523638,1.7753191218294775,0.4471580313422192
1,Turdus iliacus,27184.73,2835.05,1628.33,156.75,0.0599,0.0553,0.0963,2,00InteractionData_GB,0.38,Palearctic,Turdus iliacus,2.698330337,0.922376862,7.86680178937819,0.133634009722883,Turdus iliacus,Turdidae,22.7,5.5,28,116.3,37.7,32.3,78.3,4.4,61.2,11966382.53,1.7867514221455612,7.077962881843215,2.195207549502754,0.6434526764861874
1,Turdus merula,27184.73,2835.05,2716.47,384.95,0.0999,0.1358,0.1417,2,00InteractionData_GB,0.38,Palearctic,Turdus merula,1.22701294,0.171107025,8.88573831743816,0.116686514966833,Turdus merula,Turdidae,28.5,7.5,33.6,128.4,29.8,23.1,106.3,5.3,102.7,10572243.36,2.0115704435972783,7.024167151497951,2.585404323964957,0.724275869600789
1,Turdus philomelos,27184.73,2835.05,2433.55,275.87,0.0895,0.0973,0.1134,2,00InteractionData_GB,0.38,Palearctic,Turdus philomelos,1.531042733,0.57972099,13.832003639021,0.0754043853900274,Turdus philomelos,Turdidae,23.1,5.7,31.8,116,35.7,30.7,81.7,5,67.7,13727296.63,1.8305886686851442,7.137585018353148,2.44070447487986,0.6989700043360189
1,Turdus pilaris,27184.73,2835.05,1144.24,108.12,0.0421,0.0381,0.0945,2,00InteractionData_GB,0.38,Palearctic,Turdus pilaris,2.541947755,0.898408593,6.46368761191372,0.160666847247271,Turdus pilaris,Turdidae,25.4,6.5,33.4,144.4,48,33.3,105.9,5.8,106,15234795.02,2.0253058652647704,7.182836615284535,2.033906037026688,0.7634279935629372
1,Turdus torquatus,27184.73,2835.05,650.1,54.45,0.0239,0.0192,0.0838,2,00InteractionData_GB,0.38,Palearctic,Turdus torquatus,0.207860135,0.240772722,5.02091335048027,0.207355494927203,Turdus torquatus,Turdidae,26.1,6.6,32.8,141.6,44.7,31.6,109.6,5,109,1567292.49,2.037426497940624,6.1951500525881364,1.7359978840917938,0.6989700043360189
1,Turdus viscivorus,27184.73,2835.05,1749.76,185.8,0.0644,0.0655,0.1062,2,00InteractionData_GB,0.38,Palearctic,Turdus viscivorus,0.983279889,0.606097949,14.0962170710357,0.0751007253575309,Turdus viscivorus,Turdidae,26.4,6.9,32.7,153.7,53.9,35.1,111.8,5.7,117.4,13574080.75,2.0696680969115957,7.132710428410413,2.269045709657623,0.7558748556724915
1,Bonasa bonasia,10179.52,1032.75,247.47,18.66,0.0243,0.0181,0.0754,3,00InteractionData_PL,0.028,Palearctic,Bonasa bonasia,2.122984904,1.176095904,8.19556043686385,0.129005770879025,Bonasa bonasia,Phasianidae,21.7,9.1,35.1,169.4,55.8,33,117.8,9,429,15669355.23,2.6324572921847245,7.195051126282616,1.2709116394104811,0.9542425094393249
1,Columba palumbus,10179.52,1032.75,123.73,5.44,0.0122,0.0053,0.044,3,00InteractionData_PL,0.028,Palearctic,Columba palumbus,0.824785438,0.424296365,6.02369153738138,0.189466137128079,Columba palumbus,Columbidae,27.8,7.8,31.5,246.4,101.4,41.2,153.2,8,490,11947217.36,2.690196080028514,7.0772667650397185,0.7355988996981799,0.9030899869919435
1,Dendrocopos leucotos,10179.52,1032.75,174.47,8.83,0.0171,0.0085,0.0506,3,00InteractionData_PL,0.028,Palearctic,Dendrocopos leucotos,1.537125679,0.793503867,2.80781489460496,0.391153322584525,Dendrocopos leucotos,Picidae,35.8,8.5,24.7,142.8,42.5,29.9,91.6,9.1,116.8,11181511.25,2.0674428427763805,7.048500505087115,0.9459607035775686,0.9590413923210935
1,Dendrocopos major,10179.52,1032.75,490.4,51.28,0.0482,0.0497,0.1046,3,00InteractionData_PL,0.028,Palearctic,Dendrocopos major,2.817373987,0.803215504,2.49258605692576,0.4532683280736,Dendrocopos major,Picidae,27.9,8.7,23.9,136.2,40.8,29.3,88,9.3,74.9,24413724.29,1.8744818176994664,7.387634035673657,1.709948016510761,0.9684829485539351
1,Dendrocopos medius,10179.52,1032.75,222.7,13.97,0.0219,0.0135,0.0627,3,00InteractionData_PL,0.028,Palearctic,Dendrocopos medius,0.319437418,0.315664049,7.18682725883465,0.174570228308742,Leiopicus medius,Picidae,25,6.3,19.5,123.6,34.9,28.1,83.9,5.7,59,3966649.98,1.7708520116421442,6.598423879712575,1.145196406114182,0.7558748556724915
1,Dryocopus martius,10179.52,1032.75,123.73,6.29,0.0122,0.0061,0.0508,3,00InteractionData_PL,0.028,Palearctic,Dryocopus martius,2.480488505,1.072730778,4.95384475888283,0.226370498030172,Dryocopus martius,Picidae,65.6,13.2,35.6,237.8,63,26.4,175.8,15.4,321,19634445.89,2.506505032404872,7.2930186494154,0.798650645445269,1.187520720836463
1,Erithacus rubecula,10179.52,1032.75,938.18,125.09,0.0922,0.1211,0.1333,3,00InteractionData_PL,0.028,Palearctic,Erithacus rubecula,0.549256073,0.444044802,15.1153530623078,0.0716395518286283,Erithacus rubecula,Muscicapidae,14,3.3,24.5,71.6,14.2,19.9,56.9,2.9,17.7,10001378.73,1.2479732663618066,7.000059873355739,2.097222592519901,0.4623979978989561
1,Ficedula hypoleuca,10179.52,1032.75,174.47,8.83,0.0171,0.0085,0.0506,3,00InteractionData_PL,0.028,Palearctic,Ficedula hypoleuca,3.258861229,0.059100204,3.12685868116475,0.340096489108701,Ficedula hypoleuca,Muscicapidae,12.8,3.2,17.6,79.3,24.2,30.4,52.1,4.1,13.8,7339714.14,1.1398790864012365,6.8656791457691835,0.9459607035775686,0.6127838567197355
1,Ficedula parva,10179.52,1032.75,123.73,14.78,0.0122,0.0143,0.1194,3,00InteractionData_PL,0.028,Palearctic,Ficedula parva,1.916647972,0.20707856,3.1878203850561,0.345076152571705,Ficedula parva,Muscicapidae,12.8,2.9,15.4,67,17,25.3,52.8,3.5,10.8,6006654.02,1.0334237554869496,6.778632617542139,1.169674434058807,0.5440680443502757
1,Garrulus glandarius,10179.52,1032.75,431.35,34.12,0.0424,0.033,0.0791,3,00InteractionData_PL,0.028,Palearctic,Garrulus glandarius,2.285682374,0.524990394,10.2943535687046,0.105059545221485,Garrulus glandarius,Corvidae,33,11.6,39.1,181.1,35.4,19.4,150.2,9,159.5,19458203.9,2.2027606873931997,7.289102749996122,1.5330090224954853,0.9542425094393249
1,Hippolais icterina,10179.52,1032.75,182.59,22.18,0.0179,0.0215,0.1215,3,00InteractionData_PL,0.028,Palearctic,Hippolais icterina,4.425416811,-0.237978424,7.22632582661237,0.153455051679718,Hippolais icterina,Acrocephalidae,17.5,3.4,20.6,77.9,24,30.8,54.6,3.8,13.2,6330920.54,1.1205739312058498,6.801466862683358,1.3459615418131412,0.5797835966168101
1,Luscinia luscinia,10179.52,1032.75,361.79,27.04,0.0355,0.0262,0.0747,3,00InteractionData_PL,0.028,Palearctic,Luscinia luscinia,2.603432543,0.612065707,8.54876697555754,0.12006126521941,Luscinia luscinia,Muscicapidae,17,3.9,26.5,89.2,26.6,29.9,68.2,3.4,23.8,6890175.16,1.376576957056512,6.838230262554145,1.4320066872695982,0.5314789170422551
1,Muscicapa striata,10179.52,1032.75,222.7,13.13,0.0219,0.0127,0.0589,3,00InteractionData_PL,0.028,Palearctic,Muscicapa striata,1.793659145,0.073840253,5.5995337341794,0.197703948666524,Muscicapa striata,Muscicapidae,16.2,3.6,14.4,86.3,26.1,30.2,61.2,4.3,15.9,16752202.89,1.2013971243204515,7.224071924212623,1.1182647260894794,0.6334684555795865
1,Oriolus oriolus,10179.52,1032.75,123.73,5.44,0.0122,0.0053,0.044,3,00InteractionData_PL,0.028,Palearctic,Oriolus oriolus,3.790365583,-0.126611833,5.86597717186067,0.178975845827826,Oriolus oriolus,Oriolidae,28.5,8.5,22.5,151.6,58.8,38.5,82.9,8.9,79,11164384.03,1.8976270912904414,7.047834766838574,0.7355988996981799,0.9493900066449128
1,Parus ater,10179.52,1032.75,123.73,5.44,0.0122,0.0053,0.044,3,00InteractionData_PL,0.028,Palearctic,Parus ater,2.497408568,0.776998969,10.0135623262471,0.107332827113268,Periparus ater,Paridae,10.7,3.6,15.1,61.1,13.4,21.9,46.4,3,9.2,18987457.58,0.9637878273455552,7.278466816611856,0.7355988996981799,0.47712125471966244
1,Parus major,10179.52,1032.75,595.58,52.32,0.0585,0.0507,0.0878,3,00InteractionData_PL,0.028,Palearctic,Parus major,4.519000871,0.428053848,9.34192070889985,0.114665511194402,Parus major,Paridae,11.3,4.3,17.4,70.9,13.3,18.7,61.2,4,16.3,32577984.28,1.212187604403958,7.512924209402966,1.7186677353162108,0.6020599913279624
1,Parus montanus,10179.52,1032.75,239.52,20.76,0.0235,0.0201,0.0867,3,00InteractionData_PL,0.028,Palearctic,Parus montanus,2.15607501,1.013277192,9.49801376031019,0.108964084108745,Poecile montanus,Paridae,11,4,16.2,65.5,11.6,17.7,59.3,3.4,11.1,21263364.59,1.0453229787866574,7.327631985834366,1.3172273491764204,0.5314789170422551
1,Parus palustris,10179.52,1032.75,657.06,57.49,0.0645,0.0557,0.0875,3,00InteractionData_PL,0.028,Palearctic,Parus palustris,1.329096394,0.607551834,9.4995581943698,0.111862845765337,Poecile palustris,Paridae,9.4,4.1,15.9,64,11.4,17.9,54.8,3.3,11.1,9072135.09,1.0453229787866574,6.957709508524664,1.7595923086459748,0.5185139398778874
